Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
156,7.0,0.0,0.0,2382.0,16.0,120.0,12395.0,0.0,71.10800000000002,0.0,0.0,1554.3771662712097,,,,,,,,,,,,,,,,,,,,,26.98664468550932,20.79435894136688,67.93754017791677,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,2664.0,17.0,282.0,12677.0,0.0,172.11899999999974,0.0,0.0,1573.6050298213959,,,,,,,,,,,,,,,,,,,,,78.49869553391888,49.38800604120721,150.13250035979482,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,2910.0,18.0,246.0,12923.0,0.0,177.60399999999996,0.0,0.0,1590.644945383072,,,,,,,,,,,,,,,,,,,,,81.35969946420667,48.08796379552263,157.7472611929983,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,2927.0,19.0,17.0,12940.0,0.0,6.405,0.0,0.0,1592.023041009903,,,,,,,,,,,,,,,,,,,,,1.6004350916671082,2.023111590610555,6.384176780221881,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,3330.0,20.0,403.0,13343.0,0.0,254.0999999999996,0.0,0.0,1619.4096865653992,,,,,,,,,,,,,,,,,,,,,104.78268098093082,55.61705438156356,212.08466422891394,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,27.0,1.0,27.0,13370.0,0.0,9.209999999999992,0.0,0.0,1819.1252193450928,,,,,,,,,,,,,,,,,,,,,1.9017566391887741,2.780174368183987,9.16782039113304,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,428.0,2.0,401.0,13771.0,0.0,306.00599999999986,0.0,0.0,1846.442193031311,,,,,,,,,,,,,,,,,,,,,123.20931802030113,76.59815757707122,256.8559193932526,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,619.0,3.0,191.0,13962.0,0.0,103.10499999999982,0.0,0.0,1859.6251142024994,,,,,,,,,,,,,,,,,,,,,38.91302900695641,26.88818654266366,95.76837983951087,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,736.0,4.0,117.0,14079.0,0.0,60.90600000000002,0.0,0.0,1867.853078842163,,,,,,,,,,,,,,,,,,,,,23.785906637700336,16.172936345167457,58.18123015354263,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,758.0,5.0,22.0,14101.0,0.0,8.605999999999995,0.0,0.0,1869.5781695842743,,,,,,,,,,,,,,,,,,,,,2.0938546424977797,2.687011504662594,8.568503701566616,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,895.0,6.0,137.0,14238.0,0.0,70.10599999999985,0.0,0.0,1879.228459596634,,,,,,,,,,,,,,,,,,,,,20.69683894795715,20.22783759037739,67.33787093506494,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,1286.0,7.0,391.0,14629.0,0.0,204.59999999999945,0.0,0.0,1905.7995052337646,,,,,,,,,,,,,,,,,,,,,84.18765525841177,50.06229120430718,171.85448127523642,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,1348.0,8.0,62.0,14691.0,0.0,41.404999999999994,0.0,0.0,1910.2833952903748,,,,,,,,,,,,,,,,,,,,,16.807657565878827,12.133687010918111,40.40332855947499,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,1663.0,9.0,315.0,15006.0,0.0,174.40899999999957,0.0,0.0,1931.7283544540405,,,,,,,,,,,,,,,,,,,,,59.50116806368386,43.73085182857007,155.82195401395364,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,1706.0,10.0,43.0,15049.0,0.0,29.606000000000016,0.0,0.0,1934.9287264347076,,,,,,,,,,,,,,,,,,,,,10.546615751054231,9.786799596968113,29.18167719990458,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,1939.0,11.0,233.0,15282.0,0.0,167.80599999999993,0.0,0.0,1951.000128030777,,,,,,,,,,,,,,,,,,,,,70.06141531967458,45.026734909740476,151.63332355407002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,2357.0,12.0,418.0,15700.0,0.0,296.39999999999986,0.0,0.0,1979.460342168808,,,,,,,,,,,,,,,,,,,,,132.69860520088628,66.96176236529548,241.1731561822118,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,2427.0,13.0,70.0,15770.0,0.0,45.706,0.0,0.0,1984.8048191070557,,,,,,,,,,,,,,,,,,,,,16.100465966644105,14.336170680947282,44.62359097330821,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,2579.0,14.0,152.0,15922.0,0.0,103.30599999999993,0.0,0.0,1995.3383207321167,,,,,,,,,,,,,,,,,,,,,40.52931293259002,30.37791045128211,97.24278722146775,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,2955.0,15.0,376.0,16298.0,0.0,230.21799999999973,0.0,0.0,2020.9373848438263,,,,,,,,,,,,,,,,,,,,,98.95529138811473,57.874166985734504,193.20401445252145,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,3269.0,16.0,314.0,16612.0,0.0,208.20499999999979,0.0,0.0,2042.4662058353424,,,,,,,,,,,,,,,,,,,,,80.91318377818243,55.05106676469663,182.98124153518603,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,3656.0,17.0,387.0,16999.0,0.0,282.70100000000014,0.0,0.0,2068.887506008148,,,,,,,,,,,,,,,,,,,,,118.71924840144005,66.8334615417816,236.9936445131558,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,3788.0,18.0,132.0,17131.0,0.0,67.207,0.0,0.0,2078.065266609192,,,,,,,,,,,,,,,,,,,,,28.38779080299702,18.582808826427826,63.523334948953405,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,3859.0,19.0,71.0,17202.0,0.0,47.805,0.0,0.0,2083.2119879722595,,,,,,,,,,,,,,,,,,,,,20.588145233258775,15.310442660636593,46.38963131975837,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,4216.0,20.0,357.0,17559.0,0.0,205.40999999999966,0.0,0.0,2107.8081469535828,,,,,,,,,,,,,,,,,,,,,79.75278924490918,50.15790395135872,177.11536960917667,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,142.0,1.0,142.0,17701.0,0.0,104.80499999999995,0.0,0.0,2374.9601612091064,,,,,,,,,,,,,,,,,,,,,40.516708509157425,30.61833564375734,99.15077816986948,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,219.0,2.0,77.0,17778.0,0.0,51.507,0.0,0.0,2380.42120218277,,,,,,,,,,,,,,,,,,,,,18.651884874344685,15.9228045138316,50.12092579046591,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,268.0,3.0,49.0,17827.0,0.0,26.60500000000003,0.0,0.0,2383.9562153816223,,,,,,,,,,,,,,,,,,,,,7.844739027816663,8.477097521171288,26.246854642279263,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,403.0,4.0,135.0,17962.0,0.0,74.31099999999999,0.0,0.0,2393.626699447632,,,,,,,,,,,,,,,,,,,,,27.089338276690373,20.49037559530713,70.72466399664346,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,468.0,5.0,65.0,18027.0,0.0,39.50500000000001,0.0,0.0,2398.3312001228333,,,,,,,,,,,,,,,,,,,,,14.16303432643415,11.499308284577324,38.62302579457636,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,0.0,751.0,6.0,283.0,18310.0,0.0,163.222,0.0,0.0,2417.8262135982513,,,,,,,,,,,,,,,,,,,,,70.78919869497422,44.96253052845579,143.3319887580806,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,0.0,1134.0,7.0,383.0,18693.0,0.0,258.8119999999999,0.0,0.0,2443.822914123535,,,,,,,,,,,,,,,,,,,,,113.06585104988692,64.63489733222283,215.72350255044358,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,0.0,1454.0,8.0,320.0,19013.0,0.0,232.50699999999998,0.0,0.0,2465.5981345176697,,,,,,,,,,,,,,,,,,,,,96.21557706481137,59.24540260259572,201.91993527453496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,0.0,1511.0,9.0,57.0,19070.0,0.0,20.908000000000015,0.0,0.0,2469.8712904453278,,,,,,,,,,,,,,,,,,,,,7.26815339438579,5.6957350471554955,20.514229486006016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,0.0,1919.0,10.0,408.0,19478.0,0.0,280.6049999999998,0.0,0.0,2497.6741733551025,,,,,,,,,,,,,,,,,,,,,122.40166631930907,62.738983882757076,230.89601615787984,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
